timestamp_us,adc_raw
1176143224,1914
1176144224,1949
1176145225,2029
1176146225,2000
1176147225,1961
1176148225,1905
1176149225,1872
1176150225,1781
1176151225,1744
1176152225,1725
1176153225,1735
1176154225,1745
1176155225,1741
1176156225,1787
1176157225,1797
1176158225,1809
1176159225,1843
1176160225,1871
1176161225,1887
1176162225,1905
1176172662,1871
1176173662,1877
1176174662,1891
1176175662,1879
1176176662,1871
1176177662,1872
1176178662,1891
1176179662,1888
1176180662,1877
1176181662,1845
1176182662,1817
1176183662,1776
1176184662,1763
1176185662,1783
1176186662,1813
1176187662,1840
1176188662,1850
1176189662,1855
1176190662,1871
1176191662,1867
1176202089,1857
1176203089,1839
1176204089,1828
1176205089,1823
1176206089,1799
1176207089,1795
1176208089,1788
1176209089,1776
1176210089,1777
1176211089,1815
1176212089,1857
1176213089,1885
1176214089,1882
1176215089,1884
1176216089,1840
1176217089,1819
1176218089,1810
1176219089,1824
1176220089,1829
1176221089,1840
1176231516,1840
1176232516,1803
1176233516,1742
1176234516,1737
1176235516,1764
1176236516,1782
1176237516,1793
1176238516,1808
1176239516,1839
1176240516,1857
1176241516,1856
1176242516,1869
1176243516,1874
1176244516,1893
1176245516,1907
1176246516,1915
1176247516,1916
1176248516,1899
1176249516,1874
1176250516,1854
1176260943,1876
1176261943,1911
1176262943,1928
1176263943,1946
1176264943,1956
1176265943,1899
1176266943,1836
1176267943,1787
1176268943,1781
1176269943,1773
1176270943,1765
1176271943,1747
1176272943,1763
1176273943,1793
1176274943,1867
1176275943,1921
1176276943,1948
1176277943,1962
1176278943,1949
1176289398,1854
1176290398,1871
1176291398,1867
1176292398,1855
1176293398,1848
1176294398,1869
1176295398,1900
1176296398,1904
1176297398,1893
1176298398,1883
1176299398,1851
1176300398,1813
1176301398,1777
1176302398,1788
1176303398,1801
1176304398,1809
1176305398,1815
1176306398,1835
1176307398,1845
1176308398,1852
1176318824,1742
1176319824,1818
1176320824,1835
1176321824,1815
1176322824,1795
1176323824,1808
1176324824,1839
1176325824,1833
1176326824,1853
1176327824,1873
1176328824,1895
1176329824,1889
1176330824,1879
1176331824,1872
1176332824,1849
1176333824,1824
1176334824,1810
1176335824,1828
1176336824,1839
1176337824,1876
1176348268,1811
1176349268,1833
1176350268,1833
1176351268,1829
1176352268,1801
1176353268,1808
1176354268,1797
1176355268,1788
1176356268,1775
1176357268,1785
1176358268,1856
1176359268,1884
1176360268,1888
1176361268,1902
1176362268,1879
1176363268,1890
1176364268,1896
1176365268,1882
1176366268,1815
1176367268,1808
1176377695,1843
1176378695,1876
1176379695,1867
1176380695,1838
1176381695,1835
1176382695,1828
1176383695,1819
1176384695,1817
1176385695,1825
1176386695,1838
1176387695,1857
1176388695,1841
1176389695,1849
1176390695,1858
1176391695,1887
1176392695,1911
1176393695,1909
1176394695,1925
1176395695,1937
1176396695,1933
1176407122,1853
1176408122,1858
1176409122,1884
1176410122,1871
1176411122,1883
1176412122,1918
1176413122,1936
1176414122,1933
1176415122,1913
1176416122,1891
1176417122,1856
1176418122,1822
1176419122,1808
1176420122,1811
1176421122,1808
1176422122,1817
1176423122,1861
1176424122,1910
1176425122,1925
1176426122,1914
1176436549,1802
1176437549,1841
1176438549,1808
1176439549,1870
1176440549,1875
1176441549,1881
1176442549,1882
1176443549,1873
1176444549,1900
1176445549,1955
1176446549,1987
1176447549,1979
1176448549,1968
1176449549,1887
1176450549,1842
1176451549,1799
1176452549,1775
1176453549,1755
1176454549,1757
1176465003,1879
1176466003,1854
1176467003,1827
1176468003,1806
1176469003,1807
1176470003,1827
1176471003,1840
1176472003,1842
1176473003,1853
1176474003,1875
1176475003,1887
1176476003,1899
1176477003,1885
1176478003,1906
1176479003,1913
1176480003,1903
1176481003,1883
1176482003,1840
1176483003,1808
1176484003,1773
1176494430,1871
1176495430,1867
1176496430,1851
1176497430,1825
1176498430,1834
1176499430,1840
1176500430,1839
1176501430,1812
1176502430,1823
1176503430,1840
1176504430,1883
1176505430,1843
1176506430,1837
1176507430,1840
1176508430,1861
1176509430,1853
1176510430,1855
1176511430,1876
1176512430,1898
1176513430,1899
1176523874,1845
1176524874,1859
1176525874,1870
1176526874,1872
1176527874,1919
1176528874,1925
1176529874,1926
1176530874,1882
1176531874,1873
1176532874,1850
1176533874,1809
1176534874,1809
1176535874,1806
1176536874,1813
1176537874,1812
1176538874,1836
1176539874,1871
1176540874,1923
1176541874,1955
1176542874,1967
1176553301,1851
1176554301,1862
1176555301,1867
1176556301,1872
1176557301,1884
1176558301,1880
1176559301,1863
1176560301,1861
1176561301,1872
1176562301,1908
1176563301,1912
1176564301,1907
1176565301,1892
1176566301,1853
1176567301,1824
1176568301,1811
1176569301,1817
1176570301,1839
1176571301,1839
1176572301,1838
1176582728,1904
1176583728,1872
1176584728,1837
1176585728,1808
1176586728,1809
1176587728,1814
1176588728,1824
1176589728,1841
1176590728,1849
1176591728,1852
1176592728,1845
1176593728,1843
1176594728,1882
1176595728,1883
1176596728,1895
1176597728,1887
1176598728,1870
1176599728,1863
1176600728,1841
1176601728,1833
1176612155,1974
1176613155,1907
1176614155,1846
1176615155,1790
1176616155,1758
1176617155,1754
1176618155,1733
1176619155,1751
1176620155,1776
1176621155,1821
1176622155,1838
1176623155,1872
1176624155,1870
1176625155,1844
1176626155,1873
1176627155,1871
1176628155,1883
1176629155,1909
1176630155,1902
1176640609,1868
1176641609,1867
1176642609,1859
1176643609,1860
1176644609,1889
1176645609,1902
1176646609,1899
1176647609,1889
1176648609,1872
1176649609,1835
1176650609,1803
1176651609,1794
1176652609,1797
1176653609,1830
1176654609,1861
1176655609,1849
1176656609,1854
1176657609,1865
1176658609,1867
1176659609,1846
1176670036,1841
1176671036,1857
1176672036,1855
1176673036,1848
1176674036,1859
1176675036,1901
1176676036,1856
1176677036,1853
1176678036,1883
1176679036,1904
1176680036,1913
1176681036,1888
1176682036,1881
1176683036,1857
1176684036,1856
1176685036,1819
1176686036,1837
1176687036,1851
1176688036,1859
1176689036,1877
1176699488,1856
1176700488,1825
1176701488,1820
1176702488,1813
1176703488,1819
1176704488,1852
1176705488,1856
1176706488,1861
1176707488,1871
1176708488,1878
1176709488,1874
1176710488,1875
1176711488,1903
1176712488,1919
1176713488,1941
1176714488,1940
1176715488,1922
1176716488,1913
1176717488,1840
1176718488,1857
1176728907,1889
1176729907,1901
1176730907,1870
1176731907,1873
1176732907,1855
1176733907,1835
1176734907,1832
1176735907,1845
1176736907,1856
1176737907,1876
1176738907,1920
1176739907,1875
1176740907,1902
1176741907,1913
1176742907,1911
1176743907,1909
1176744907,1892
1176745907,1877
1176746907,1840
1176747907,1843
1176758334,1881
1176759334,1887
1176760334,1889
1176761334,1899
1176762334,1935
1176763334,1904
1176764334,1899
1176765334,1900
1176766334,1883
1176767334,1858
1176768334,1863
1176769334,1881
1176770334,1909
1176771334,1905
1176772334,1893
1176773334,1866
1176774334,1827
1176775334,1808
1176776334,1799
1176777334,1804
1176787761,1865
1176788761,1865
1176789761,1876
1176790761,1891
1176791761,1889
1176792761,1883
1176793761,1870
1176794761,1904
1176795761,1942
1176796761,1965
1176797761,1931
1176798761,1879
1176799761,1809
1176800761,1769
1176801761,1776
1176802761,1830
1176803761,1840
1176804761,1877
1176805761,1872
1176816215,1861
1176817215,1833
1176818215,1805
1176819215,1809
1176820215,1829
1176821215,1839
1176822215,1859
1176823215,1871
1176824215,1875
1176825215,1881
1176826215,1886
1176827215,1874
1176828215,1932
1176829215,1935
1176830215,1928
1176831215,1884
1176832215,1853
1176833215,1819
1176834215,1785
1176835215,1808
1176845642,1939
1176846642,1942
1176847642,1911
1176848642,1899
1176849642,1874
1176850642,1845
1176851642,1840
1176852642,1815
1176853642,1809
1176854642,1813
1176855642,1823
1176856642,1830
1176857642,1853
1176858642,1863
1176859642,1872
1176860642,1887
1176861642,1910
1176862642,1909
1176863642,1904
1176864642,1887
1176875086,1852
1176876086,1861
1176877086,1871
1176878086,1893
1176879086,1913
1176880086,1902
1176881086,1885
1176882086,1878
1176883086,1851
1176884086,1828
1176885086,1819
1176886086,1837
1176887086,1846
1176888086,1857
1176889086,1860
1176890086,1865
1176891086,1887
1176892086,1898
1176893086,1885
1176894086,1899
1176904513,1840
1176905513,1851
1176906513,1861
1176907513,1869
1176908513,1871
1176909513,1871
1176910513,1873
1176911513,1907
1176912513,1916
1176913513,1905
1176914513,1889
1176915513,1883
1176916513,1866
1176917513,1841
1176918513,1828
1176919513,1842
1176920513,1840
1176921513,1847
1176922513,1855
1176923513,1852
1176933940,1788
1176934940,1772
1176935940,1805
1176936940,1825
1176937940,1861
1176938940,1854
1176939940,1827
1176940940,1840
1176941940,1851
1176942940,1867
1176943940,1896
1176944940,1931
1176945940,1939
1176946940,1921
1176947940,1911
1176948940,1878
1176949940,1853
1176950940,1827
1176951940,1819
1176952940,1819
1176963367,1947
1176964367,1929
1176965367,1897
1176966367,1835
1176967367,1808
1176968367,1798
1176969367,1809
1176970367,1824
1176971367,1843
1176972367,1841
1176973367,1840
1176974367,1844
1176975367,1859
1176976367,1866
1176977367,1877
1176978367,1902
1176979367,1903
1176980367,1903
1176981367,1875
1176991821,1879
1176992821,1903
1176993821,1904
1176994821,1917
1176995821,1949
1176996821,1948
1176997821,1899
1176998821,1846
1176999821,1811
1177000821,1792
1177001821,1809
1177002821,1832
1177003821,1853
1177004821,1860
1177005821,1840
1177006821,1851
1177007821,1871
1177008821,1881
1177009821,1891
1177010821,1909
1177021250,1867
1177022250,1856
1177023250,1857
1177024250,1883
1177025250,1885
1177026250,1861
1177027250,1870
1177028250,1997
1177029250,1946
1177030250,1834
1177031250,1771
1177032250,1739
1177033250,1727
1177034250,1733
1177035250,1833
1177036250,1879
1177037250,1900
1177038250,1861
1177039250,1882
1177040250,1873
1177050692,1712
1177051692,1804
1177052692,1871
1177053692,1881
1177054692,1831
1177055692,1855
1177056692,1882
1177057692,1910
1177058692,1875
1177059692,1858
1177060692,1900
1177061692,1989
1177062692,1942
1177063692,1810
1177064692,1773
1177065692,1739
1177066692,1698
1177067692,1692
1177068692,1793
1177069692,1887
1177080119,1839
1177081119,1782
1177082119,1767
1177083119,1717
1177084119,1677
1177085119,1776
1177086119,1836
1177087119,1857
1177088119,1852
1177089119,1878
1177090119,1879
1177091119,1914
1177092119,1867
1177093119,1850
1177094119,1921
1177095119,1981
1177096119,1887
1177097119,1747
1177098119,1731
1177099119,1731
1177109546,1841
1177110546,1887
1177111546,1982
1177112546,1894
1177113546,1759
1177114546,1723
1177115546,1723
1177116546,1689
1177117546,1733
1177118546,1859
1177119546,1909
1177120546,1911
1177121546,1857
1177122546,1879
1177123546,1900
1177124546,1873
1177125546,1836
1177126546,1834
1177127546,1980
1177128546,1986
1177138972,1853
1177139972,1869
1177140972,1883
1177141972,1873
1177142972,1861
1177143972,1934
1177144972,1984
1177145972,1872
1177146972,1773
1177147972,1760
1177148972,1739
1177149972,1681
1177150972,1743
1177151972,1839
1177152972,1903
1177153972,1923
1177154972,1833
1177155972,1879
1177156972,1921
1177167427,1728
1177168427,1847
1177169427,1861
1177170427,1900
1177171427,1852
1177172427,1869
1177173427,1876
1177174427,1876
1177175427,1850
1177176427,1840
1177177427,1975
1177178427,1963
1177179427,1853
1177180427,1743
1177181427,1740
1177182427,1667
1177183427,1681
1177184427,1776
1177185427,1893
1177186427,1924
1177196854,1728
1177197854,1718
1177198854,1726
1177199854,1712
1177200854,1808
1177201854,1917
1177202854,1922
1177203854,1873
1177204854,1799
1177205854,1854
1177206854,1884
1177207854,1883
1177208854,1874
1177209854,1867
1177210854,2032
1177211854,1975
1177212854,1808
1177213854,1694
1177214854,1721
1177215854,1600
1177226298,1856
1177227298,2000
1177228298,1972
1177229298,1838
1177230298,1717
1177231298,1723
1177232298,1670
1177233298,1724
1177234298,1836
1177235298,1921
1177236298,1917
1177237298,1907
1177238298,1837
1177239298,1872
1177240298,1877
1177241298,1857
1177242298,1821
1177243298,1808
1177244298,1989
1177245298,1899
1177255725,1890
1177256725,1905
1177257725,1900
1177258725,1860
1177259725,1874
1177260725,2029
1177261725,1970
1177262725,1841
1177263725,1713
1177264725,1713
1177265725,1617
1177266725,1667
1177267725,1823
1177268725,1919
1177269725,1930
1177270725,1916
1177271725,1856
1177272725,1889
1177273725,1907
1177274725,1873
1177285152,1943
1177286152,1955
1177287152,1922
1177288152,1843
1177289152,1861
1177290152,1855
1177291152,1836
1177292152,1808
1177293152,1815
1177294152,2016
1177295152,1943
1177296152,1805
